Instance,AS_Prediction
0,0.7290169294144998
1,0.7903487101489998
10,0.7743731324054999
100,0.7758370117349002
101,0.7857979772240009
102,0.7948253238206006
103,0.7591616811465002
104,0.7397347952495003
105,0.7280165640180001
106,0.7277871990361001
107,0.7165317455545002
108,0.7155174567902995
109,0.7413580277145998
11,0.7760275080635001
110,0.7769675658225002
111,0.7770064854604999
112,0.7707645600155
113,0.7520617130014996
114,0.7465383007874999
115,0.7340929997394997
116,0.7456865047515994
117,0.7384223442476495
118,0.7368893902160992
119,0.7357173157320499
12,0.7243463497004998
120,0.739668336939
121,0.7420636356655007
122,0.7480820423674998
123,0.7487105647805004
124,0.7598810558550001
125,0.7665590436540498
126,0.7708574823660499
127,0.7483248806424997
128,0.7761731992940502
129,0.7575009699705005
13,0.7708674025161004
130,0.7798888822094499
131,0.7647669872972505
132,0.7404295797091498
133,0.7563358096480001
134,0.7575888435491498
135,0.7817486729324997
136,0.8058571689345497
137,0.7967263598615003
138,0.7776448364559988
139,0.7622327467609997
14,0.7798605642614995
140,0.8040674498085001
141,0.8166417195205002
142,0.8188982834585004
143,0.8025890641171
144,0.8117018931327499
145,0.8130124439368498
146,0.8071980821706995
147,0.8058624703598
148,0.8043088925948002
149,0.80714675536395
15,0.8120896682902496
150,0.8031519690590504
151,0.8041321595705501
152,0.8193082759811996
153,0.8116633618173995
154,0.8117038731871997
155,0.8105590727599002
156,0.8120556912826998
157,0.8131135437289998
158,0.8031202742334501
159,0.8074929116646495
16,0.8017664959385001
160,0.8042026965100999
161,0.7953395522075003
162,0.8155160363834
163,0.8170460235027494
164,0.8184945211242497
