Instance,AS_Prediction
0,0.7317752367044997
1,0.7900543719369995
10,0.7797810962584996
100,0.7717347701319999
101,0.7869772701595008
102,0.7884291452475005
103,0.7639201087170002
104,0.7357428036395005
105,0.7383526365975
106,0.7301930477525
107,0.7019775982345006
108,0.7176309050924999
109,0.7442780651059993
11,0.7745741283819997
110,0.7851981151539998
111,0.7779190208275001
112,0.7749723955849995
113,0.7502163389900002
114,0.7379586640415
115,0.7448833400779995
116,0.7436324929444997
117,0.7422046283204995
118,0.7449188581121993
119,0.7261496361638997
12,0.7313216937610995
120,0.7279288095339004
121,0.7449034069185998
122,0.7464583389655003
123,0.7485231388307002
124,0.7587037112950002
125,0.7623373662471002
126,0.7839593240605496
127,0.7580675412345497
128,0.7382181434635001
129,0.7654814061835001
13,0.7858027122495009
130,0.7743420538914999
131,0.7651134361939999
132,0.7476741517845003
133,0.7563333923000499
134,0.7533499529490502
135,0.7808345133854994
136,0.7931683491915001
137,0.7957516118369999
138,0.7782290820749992
139,0.7668958912474996
14,0.7767613608294998
140,0.7992334994144998
141,0.8153278771110003
142,0.8186458609205003
143,0.8040124830907499
144,0.8033670416237999
145,0.81423353016275
146,0.8207345646379501
147,0.81392034374575
148,0.8224973167327498
149,0.8201008493545
15,0.8103341606518001
150,0.8066919055074
151,0.8186930714479498
152,0.8064549285071999
153,0.8092305166602
154,0.80049750941375
155,0.8194584961252502
156,0.8145744491357999
157,0.8110663816838
158,0.8104790550535003
159,0.8144001725960993
16,0.8156038039137998
160,0.8172900898832499
161,0.8082725651380498
162,0.8081021558845001
163,0.8124060778974501
164,0.80214977564895
