Instance,AS_Prediction
0,0.7341490775179997
1,0.7895234643389997
10,0.7835867536604995
100,0.7601117390029998
101,0.7938149959065005
102,0.7997523933890005
103,0.7668495446180001
104,0.7433064618080002
105,0.7290590135595
106,0.7316008951663002
107,0.7135513474175003
108,0.7153180490839998
109,0.7386933707249997
11,0.7616313893475001
110,0.7777256472079999
111,0.7804053387454999
112,0.7705302890675
113,0.7537321670095003
114,0.7442006982634994
115,0.7506383054434997
116,0.7338419235779997
117,0.7407390414734997
118,0.7466881289174997
119,0.7392632569219997
12,0.7247603766900003
120,0.7336384216469994
121,0.7382427677055005
122,0.7444418935914997
123,0.7523291134400003
124,0.7565521118109996
125,0.759860982962
126,0.7545038156305001
127,0.7615157604860496
128,0.7642958592521001
129,0.7731746226740006
13,0.7524261718002003
130,0.7820877543166
131,0.7697571104779002
132,0.7517530373952002
133,0.7563673529446
134,0.761677397857
135,0.7714153990899998
136,0.7946528859476502
137,0.7870340082569999
138,0.7828239976891492
139,0.7734669076929996
14,0.7785947344094996
140,0.7954849529814999
141,0.8120643046145004
142,0.8185461882759999
143,0.8119584941163999
144,0.8130979353117502
145,0.8085361073689501
146,0.8141196904785497
147,0.8024610259233999
148,0.8033906033162996
149,0.8096154611942498
15,0.8169522435538497
150,0.8142272725023004
151,0.8176270648369999
152,0.8096850681820993
153,0.7942956405255499
154,0.8080753291332998
155,0.8166554747886502
156,0.8029628748970998
157,0.8169526221152502
158,0.8076858233267501
159,0.8174389971701495
16,0.7999465577138991
160,0.8094402253222001
161,0.8127285622549496
162,0.8131519126025496
163,0.8154869570841004
164,0.8148309398419998
