Instance,AS_Prediction
0,0.7304555018904998
1,0.7882083426129997
10,0.7885298593619996
100,0.7622826204160001
101,0.7879916008330006
102,0.8021039510051008
103,0.7641021399941004
104,0.735039568081
105,0.7396071694740003
106,0.7269363695900002
107,0.7101094035025001
108,0.7152896719455
109,0.7317841632494998
11,0.7677445698084998
110,0.7863353328815498
111,0.7823685803755
112,0.7649102799774998
113,0.7642106779629998
114,0.7444245866985
115,0.7359966665754996
116,0.7531267772989996
117,0.7356006423424993
118,0.7364722043954999
119,0.7311752284779997
12,0.7323378570809997
120,0.7407782566505002
121,0.7406786167030001
122,0.7475858730990003
123,0.7447711874030002
124,0.75804014282
125,0.763888205226
126,0.7758210726225001
127,0.7494805881405
128,0.7595572729530001
129,0.7735092884641006
13,0.7793462651575004
130,0.7725034818634999
131,0.7631293693570502
132,0.746760127152
133,0.75124114842305
134,0.7686095724944997
135,0.7812789302979999
136,0.7815277464075001
137,0.8067467301924998
138,0.7899992348569999
139,0.7703684187819994
14,0.7734021160914998
140,0.7990621659404996
141,0.8154190984450008
142,0.8189159312959998
143,0.80295486141735
144,0.8068074704491501
145,0.81149628634285
146,0.8093126961554499
147,0.7994332867339499
148,0.8025252760561001
149,0.8050642936706001
15,0.8140947675919499
150,0.8145704951081001
151,0.8197800760410501
152,0.8158501542466499
153,0.7951648990034498
154,0.79725306845325
155,0.8214298112274503
156,0.8076985718457501
157,0.8180493216220001
158,0.8116854142447002
159,0.8139319179479998
16,0.8144009470347998
160,0.80597578888505
161,0.8048758313858498
162,0.8068934029622503
163,0.81820341168085
164,0.81483292631805
