Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 346 | GridSize: 9
Generation 2 | Revalues: 550 | GridSize: 8
Generation 3 | Revalues: 778 | GridSize: 18
Generation 4 | Revalues: 990 | GridSize: 19
Generation 5 | Revalues: 1208 | GridSize: 14
Generation 6 | Revalues: 1458 | GridSize: 14
Generation 7 | Revalues: 1688 | GridSize: 20
Generation 8 | Revalues: 1934 | GridSize: 17
Generation 9 | Revalues: 2154 | GridSize: 16
Generation 10 | Revalues: 2386 | GridSize: 9
Generation 11 | Revalues: 2594 | GridSize: 13
Generation 12 | Revalues: 2812 | GridSize: 12
Generation 13 | Revalues: 3016 | GridSize: 13
Generation 14 | Revalues: 3226 | GridSize: 22
Generation 15 | Revalues: 3460 | GridSize: 11
Generation 16 | Revalues: 3698 | GridSize: 20
Generation 17 | Revalues: 3906 | GridSize: 17
Generation 18 | Revalues: 4124 | GridSize: 13
Generation 19 | Revalues: 4312 | GridSize: 14
Generation 20 | Revalues: 4552 | GridSize: 23
Generation 21 | Revalues: 4802 | GridSize: 14
Generation 22 | Revalues: 5038 | GridSize: 18
Generation 23 | Revalues: 5270 | GridSize: 18
Generation 24 | Revalues: 5490 | GridSize: 12
Generation 25 | Revalues: 5688 | GridSize: 13
Generation 26 | Revalues: 5920 | GridSize: 18
Generation 27 | Revalues: 6134 | GridSize: 20
Generation 28 | Revalues: 6334 | GridSize: 25
Generation 29 | Revalues: 6564 | GridSize: 21
Generation 30 | Revalues: 6786 | GridSize: 17
Generation 31 | Revalues: 6988 | GridSize: 23
Generation 32 | Revalues: 7196 | GridSize: 23
Generation 33 | Revalues: 7404 | GridSize: 25
Generation 34 | Revalues: 7600 | GridSize: 19
Generation 35 | Revalues: 7802 | GridSize: 19
Generation 36 | Revalues: 8024 | GridSize: 17
Generation 37 | Revalues: 8268 | GridSize: 17
Generation 38 | Revalues: 8492 | GridSize: 23
Generation 39 | Revalues: 8710 | GridSize: 20
Generation 40 | Revalues: 8902 | GridSize: 22
Generation 41 | Revalues: 9106 | GridSize: 14
Generation 42 | Revalues: 9312 | GridSize: 20
Generation 43 | Revalues: 9538 | GridSize: 21
Generation 44 | Revalues: 9766 | GridSize: 26
Generation 45 | Revalues: 9984 | GridSize: 17
Generation 46 | Revalues: 10200 | GridSize: 19
Generation 47 | Revalues: 10416 | GridSize: 25
Generation 48 | Revalues: 10640 | GridSize: 22
Generation 49 | Revalues: 10850 | GridSize: 18
Generation 50 | Revalues: 11082 | GridSize: 19
Generation 51 | Revalues: 11318 | GridSize: 28
Generation 52 | Revalues: 11536 | GridSize: 24
Generation 53 | Revalues: 11776 | GridSize: 23
Generation 54 | Revalues: 12010 | GridSize: 19
Generation 55 | Revalues: 12240 | GridSize: 13
