Instance,SBS_Prediction
0,0.7315409580219998
1,0.7915898454099997
10,0.7818388520684998
100,0.7653169441184998
101,0.780624620813501
102,0.7989981791005003
103,0.7682487431935006
104,0.7393650779990004
105,0.7306871611775001
106,0.7322900660955003
107,0.7140074583270001
108,0.7189446318339998
109,0.7384619516039994
11,0.7604526935624999
110,0.7714907024104996
111,0.7707690626400003
112,0.7728267555519999
113,0.7522665307299995
114,0.7444299540754996
115,0.7433374898769999
116,0.7480429989144993
117,0.7428085116450001
118,0.7404659109439994
119,0.7270030458759997
12,0.7304646371149999
120,0.7322339595144999
121,0.7433606183550006
122,0.7467330912479997
123,0.7508542385595001
124,0.7554127521475005
125,0.7627146526799998
126,0.7683672709970001
127,0.7684933381669998
128,0.742546544047
129,0.7805021376070002
13,0.7802478349540003
130,0.7643981419590001
131,0.7583599594580004
132,0.7604377004055
133,0.7517775504795
134,0.7649944006604998
135,0.7751346903094998
136,0.7883902141645
137,0.7967318683224996
138,0.7921236229229994
139,0.7658163981214998
14,0.7808275028534996
140,0.7980115717419999
141,0.8121699119835004
142,0.8185461882760001
143,0.8083099307873503
144,0.8099435622733502
145,0.8223870680925003
146,0.8063829862014501
147,0.8009448482742498
148,0.7959802597407001
149,0.8110893052553998
15,0.8227336007971001
150,0.8087007710984002
151,0.8129958252806001
152,0.8109937698722999
153,0.81981344803225
154,0.8100139216916494
155,0.8173219934811001
156,0.8188766680317997
157,0.8180172457809002
158,0.81142502274755
159,0.8109730297100505
16,0.8154102550221998
160,0.8044366583880498
161,0.8123703936008501
162,0.8098881662286
163,0.8101675140731994
164,0.8195388161250499
