Instance,AS_Prediction
0,0.7351654579109997
1,0.7908183999544997
10,0.7783495702284998
100,0.7706002380980002
101,0.7885704949030006
102,0.7861147800610009
103,0.7633845322065004
104,0.7436704905980001
105,0.7333738589335005
106,0.7132451002835003
107,0.7080017072789998
108,0.7261983980259998
109,0.7417087872344996
11,0.7698454530125
110,0.7811244786409999
111,0.7810597695145001
112,0.7658417895650002
113,0.7484194052345
114,0.7381462086230001
115,0.7478644349324997
116,0.7491893020049999
117,0.7360737209884992
118,0.7355026407399999
119,0.7356061215799993
12,0.734656409458
120,0.7417646574905001
121,0.7347396362954997
122,0.7392703555270005
123,0.7496740381405005
124,0.7614652039445001
125,0.7648387057065
126,0.7710160650170002
127,0.7664164280614998
128,0.7598083940495003
129,0.7597266005885004
13,0.7822667984910002
130,0.7823452016490003
131,0.7575122015320006
132,0.7531293416819996
133,0.7511789228114999
134,0.7631834624270003
135,0.7761133161589995
136,0.7906076383230005
137,0.8058029535879995
138,0.7904477685599993
139,0.7649572291279999
14,0.7800865479019997
140,0.7959816792049998
141,0.8153107719185009
142,0.8184793978889996
143,0.8113423569633497
144,0.80814814133415
145,0.8063300438504
146,0.81895489396405
147,0.8108187097876498
148,0.8008817155803
149,0.8110068106463497
15,0.8194053053404997
150,0.8141121045384504
151,0.8093820857613997
152,0.80944211937915
153,0.7993233064339
154,0.8077600494003994
155,0.8108795431639498
156,0.8173902302970005
157,0.8080089786790501
158,0.8092238524493998
159,0.81998873761215
16,0.7880761057344497
160,0.8039854717453001
161,0.8104702071239999
162,0.80634204775985
163,0.8185566864688997
164,0.7997125010655499
