2.999999831	0.070021377	0.819748943
3.499999916	0.3019937	0.801112031
4	0.595088475	0.808268424
4.500000084	0.964887394	0.821910918
4.750000126	1.185081978	0.822876237
5.000000169	1.429216889	0.823265981
5.249999874	1.695245223	0.830989358
5.999999663	2.656263808	0.834932456
6.199999966	2.957216831	0.833618598
6.40000027	3.275743373	0.83180478
6.499999747	3.442669566	0.829011103
6.55000016	3.528654678	0.826909201
6.599999899	3.614989064	0.824740997
6.700000051	3.791164267	0.820429675
6.800000202	3.971967845	0.816176257
6.900000354	4.15558904	0.811200233
6.919999845	4.192387051	0.809740903
6.929999928	4.210773549	0.808780765
6.94000001	4.228841377	0.808102306
6.950000093	4.247186435	0.807566626
6.960000175	4.265458105	0.807251977
6.969999584	4.283898392	0.80662442
6.980000341	4.301948494	0.806495512
6.989999749	4.320289911	0.806806173
6.999999831	4.339296326	0.806651158
7.499999916	5.33882324	0.805469658
8	6.481116995	0.804571567
8.500000084	7.774570984	0.803949121
9.000000169	9.229227024	0.803904895
9.500000253	10.85504374	0.803708734
10.00000034	12.66125448	0.80345211
10.2499997	13.638148	0.801706154
10.49999975	14.66065727	0.801777393
10.60000057	14.99484635	0.768657554
10.70000005	14.99464979	0.70731525
10.72000022	14.99461195	0.698507743
10.73999971	14.99455374	0.690211963
10.76000055	14.99452082	0.682335591
10.78000004	14.99455424	0.674835939
10.78400034	14.99452965	0.673371183
10.78600049	14.99453211	0.672646111
10.78699989	14.99453141	0.672283185
10.78799997	14.99451543	0.671921569
10.78899937	14.99452466	0.671564033
10.78950042	14.99459142	0.671386994
10.8000002	14.99453984	0.667639697
10.89999968	14.9944265	0.635292304
10.99999983	14.99426629	0.607277698
11.24999987	14.99402192	0.548965866
11.50000059	14.99410762	0.501379105
11.75000063	14.99417514	0.460982977
11.99999933	14.99417331	0.425965654
12.99999949	14.99476256	0.32116631
13.99999966	14.99476121	0.2511023
14.99999983	14.99475771	0.201415182
17.50000025	14.99482665	0.125653944
20.00000067	14.99482754	0.08506697
22.49999975	14.99627008	0.061026446
24.99999882	14.99762687	0.045814967
