Instance,AS_Prediction
0,0.7245669413659996
1,0.7887594363214997
10,0.7889504243744997
100,0.7653519636305
101,0.7851432526815006
102,0.7871364023215008
103,0.7628168578915003
104,0.7467628518320001
105,0.7270699532170003
106,0.7160962172640001
107,0.7182625968829996
108,0.7245270071524998
109,0.7580688006819994
11,0.7762229903164993
110,0.7676747736230003
111,0.7797858901149999
112,0.7581105204005002
113,0.7484567878744999
114,0.7455332711680001
115,0.7409422784439996
116,0.7465576643269993
117,0.7382077787059995
118,0.7356512185559996
119,0.7300789606715
12,0.7364377793150001
120,0.7444502578574999
121,0.738555668438
122,0.7481985078115003
123,0.7476792856505
124,0.7607200996570004
125,0.76304754116305
126,0.7799516171625497
127,0.7554158976415993
128,0.7615275552600503
129,0.7798255427632006
13,0.7749283120431002
130,0.7740832894538004
131,0.7627829822834002
132,0.7461015314461001
133,0.7619147010659999
134,0.7480595256419998
135,0.7840275505354997
136,0.7976690716844996
137,0.793457662844
138,0.7884536685354995
139,0.7697414223459994
14,0.7717160043584996
140,0.7985093379849998
141,0.8117081715640001
142,0.8185870691850002
143,0.8064863124373001
144,0.8206915497395503
145,0.8049274072003003
146,0.8040647194595998
147,0.7968771502299998
148,0.8076932401707997
149,0.80885817748305
15,0.8101478069172998
150,0.8052116763687
151,0.8195166000406995
152,0.8125629567515505
153,0.8120792368647498
154,0.8055738661780499
155,0.8075852994021498
156,0.8053399016319998
157,0.8093648783418999
158,0.80810821219495
159,0.8189949435179001
16,0.8111236665661998
160,0.8059262355241998
161,0.8085091732085001
162,0.7987389442908999
163,0.8077724469143
164,0.8211632214223499
