Instance,AS_Prediction
0,0.7293580094419998
1,0.7915248081024997
10,0.7770566787794994
100,0.7606077801545004
101,0.7964428072960007
102,0.7936444503210008
103,0.7619028575560004
104,0.7325517829790003
105,0.7310360501025005
106,0.7290187050275
107,0.7145125341535001
108,0.7112021970229996
109,0.7494455068489994
11,0.7691285212104999
110,0.7866165977099995
111,0.7684494940065005
112,0.75884132473
113,0.7566499240764998
114,0.7498453531499998
115,0.7354316202845002
116,0.7394371307569995
117,0.7428646491459997
118,0.7439759741649997
119,0.7272073316019996
12,0.7297614118889999
120,0.7370590287135002
121,0.7386001631964999
122,0.7447583866190005
123,0.7461157439665
124,0.7524532280385001
125,0.7742948902361004
126,0.7660211128234993
127,0.7636228140599998
128,0.7496173485905004
129,0.7667238409071006
13,0.7680684916071004
130,0.7824156890745004
131,0.760456626722
132,0.7525981762545002
133,0.7473384383651002
134,0.7603849921850002
135,0.7834776775979999
136,0.7885309433729998
137,0.7964819519979999
138,0.7821477208734996
139,0.7711373745364996
14,0.7811346117134995
140,0.7977082656920002
141,0.8135031179040004
142,0.8187068030845
143,0.8138379840631998
144,0.8125306199331997
145,0.8160929505251998
146,0.8081013540904999
147,0.81726158536565
148,0.8134221002727496
149,0.8023776020495502
15,0.8032373618198497
150,0.8088458302037498
151,0.8205760026673002
152,0.8126193507959002
153,0.8067539628608498
154,0.8098063640922999
155,0.8147787077963997
156,0.8044991841988502
157,0.8115115204304
158,0.8104400158871499
159,0.8190063670405995
16,0.8078478568261996
160,0.8027101832522496
161,0.8037630486437002
162,0.8106043541046504
163,0.8132630926019498
164,0.8055417874879501
