Instance,SBS_Prediction
0,0.7255833217589996
1,0.7915267220654998
10,0.7814624759704998
100,0.7579735250845002
101,0.7930961774110008
102,0.7999999272840006
103,0.7601177603550007
104,0.7498267446130004
105,0.7322278937055002
106,0.720116546679
107,0.7077493786245
108,0.7187995308634997
109,0.7405769165594998
11,0.7677065953764999
110,0.781275138751
111,0.7776739846190001
112,0.7711567032639998
113,0.7539033161415
114,0.7522131041914997
115,0.7405072723054998
116,0.7407860644059996
117,0.7476159368879998
118,0.7299111032414998
119,0.7404219963019998
12,0.7290490282224996
120,0.7347569107525002
121,0.7378368846105002
122,0.7487165500905003
123,0.7488583317945003
124,0.757705073994
125,0.7560753285285002
126,0.763101895751
127,0.7727891667845002
128,0.7490370710224998
129,0.7590375313425004
13,0.7853356988255006
130,0.7766812864605004
131,0.7630821554945002
132,0.7532147270735001
133,0.7573072782049995
134,0.7549589681415
135,0.7697658998
136,0.7925772899799998
137,0.7914003831899996
138,0.7867685566739994
139,0.7734754537074997
14,0.7756404641834996
140,0.7932951925994999
141,0.8127472910660003
142,0.8184391461264998
143,0.8153621896425999
144,0.81152112462505
145,0.8098337571690003
146,0.8073044163441502
147,0.80969378344685
148,0.8094137537437999
149,0.8194408346413998
15,0.8072929244198498
150,0.8122209377553495
151,0.8096525232139998
152,0.8177879958516497
153,0.8044223677377499
154,0.8059287011653998
155,0.8226554980404502
156,0.8057512516784503
157,0.8199673450592003
158,0.8038512755227996
159,0.8154194249271999
16,0.80716108049965
160,0.8080337785112
161,0.8084640335903002
162,0.8097266251032496
163,0.8109617179834997
164,0.8103733310507996
