Instance,SBS_Prediction
0,0.7317752367044997
1,0.7900543719369995
10,0.7797810962584996
100,0.7717347701319999
101,0.7869772701595008
102,0.7884291452475005
103,0.7639201087170002
104,0.7357428036395005
105,0.7383526365975
106,0.7301930477525
107,0.7019775982345006
108,0.7176309050924999
109,0.7442780651059993
11,0.7745741283819997
110,0.785224665182
111,0.7779190208275001
112,0.7749723955849995
113,0.7502163389900002
114,0.7379586640415
115,0.7448833400779995
116,0.7436324929444997
117,0.7422046283204995
118,0.7449533604374995
119,0.7262354313545
12,0.7314335960069995
120,0.7280146047245004
121,0.7450153091645
122,0.7464751295055003
123,0.7485828269660001
124,0.7587037112950002
125,0.7623635531330002
126,0.7839731058659996
127,0.7580764370424997
128,0.7382181434635001
129,0.7654814061835001
13,0.7858027122495009
130,0.7743420538914999
131,0.7651134361939999
132,0.7476741517845003
133,0.7563338046525001
134,0.7533503653015
135,0.7808345133854994
136,0.7931683491915001
137,0.7957553261009999
138,0.7782550213659992
139,0.7668958912474996
14,0.7767613608294998
140,0.7992334994144998
141,0.8153278771110003
142,0.8186458609205003
143,0.8040124830907499
144,0.8033670416237999
145,0.81423353016275
146,0.8207345646379501
147,0.81392034374575
148,0.8224771086752496
149,0.81986783277585
15,0.8103341606518001
150,0.8065167840913999
151,0.8185179500319496
152,0.8061046856751999
153,0.8092305166602
154,0.80049750941375
155,0.8194584961252502
156,0.8143993277198
157,0.8110663816838
158,0.8104597566659503
159,0.8144001725960993
16,0.8156038039137998
160,0.8172384812542499
161,0.8080974437220497
162,0.8080966551350001
163,0.81223095648145
164,0.80214977564895
