Instance,AS_Prediction
0,0.7301801009599997
1,0.7885717652704995
10,0.7811171327219997
100,0.7741180069675003
101,0.7815392059595005
102,0.7917266612075003
103,0.7626303788295005
104,0.7315203618450004
105,0.7352994069450005
106,0.7221392011264999
107,0.7075709360664998
108,0.7177851774985
109,0.7515707015914992
11,0.7627118734794999
110,0.7862298125294999
111,0.7760323228734998
112,0.7693883371975002
113,0.7524685699095004
114,0.7407478863749997
115,0.7485253131324996
116,0.7439339748199996
117,0.7475005358399994
118,0.7402238745797
119,0.7330893815821996
12,0.7233117795319001
120,0.7405885396755
121,0.7426311608600003
122,0.7490717139849999
123,0.7475343054995007
124,0.7619919269039999
125,0.767173917077
126,0.7671131584874997
127,0.7614080177869996
128,0.7583710712265003
129,0.7659558792220007
13,0.7665099026720001
130,0.7756978001245
131,0.7646955874965002
132,0.7492446407696502
133,0.7605223259472994
134,0.7556568987390001
135,0.7851740296279999
136,0.797513618347
137,0.7931701776969996
138,0.7851073232794994
139,0.7685961124129994
14,0.7761269430644995
140,0.8000520511469996
141,0.8144249247519005
142,0.8188741582515003
143,0.8044440396217998
144,0.8137832163974501
145,0.8105110921958
146,0.8126277261704997
147,0.8011068243602998
148,0.8076249987801997
149,0.8220520831767001
15,0.8125818245187996
150,0.8095995632635499
151,0.81254821865515
152,0.8235067364599495
153,0.8166109786094004
154,0.8141538793639999
155,0.8068350161202499
156,0.8036169467769996
157,0.8073748984754502
158,0.7965442410548499
159,0.82190212225405
16,0.8157391407096
160,0.8098125985213995
161,0.79965755429395
162,0.8054524204237999
163,0.8105566015202499
164,0.8046889339026498
