Instance,AS_Prediction
0,0.7285415787664998
1,0.7896489606159995
10,0.7813975784874997
100,0.7648378306100004
101,0.7890185859475009
102,0.7913539772915005
103,0.7591988617720002
104,0.7424180784030002
105,0.7245599128255003
106,0.7206625303275002
107,0.7232735899804997
108,0.7216298572430001
109,0.7432872800304996
11,0.77215918846
110,0.7846231773989998
111,0.7714860609
112,0.7730690232017997
113,0.7446040265960002
114,0.7461798585572995
115,0.7438729519480001
116,0.7385877954334994
117,0.7451023719464999
118,0.7354880158654999
119,0.7366614027414997
12,0.7347228132794997
120,0.7341557671375
121,0.7446289451615002
122,0.7473746292930002
123,0.7469507499195003
124,0.7660190405570003
125,0.7539003885464995
126,0.7756317881779999
127,0.7551247490855001
128,0.7653940513220001
129,0.7807433696145003
13,0.7715766965885003
130,0.7650009040115004
131,0.7631859417469999
132,0.7516680762195002
133,0.7498401685665002
134,0.765310832941
135,0.778534607581
136,0.7961988714060004
137,0.7962194688344995
138,0.7889201826014994
139,0.7675772980879997
14,0.7736453173994995
140,0.7987607574584997
141,0.8142953648810004
142,0.8188456011135
143,0.8152614497744498
144,0.8175835707584498
145,0.8214197212321003
146,0.8105494050876497
147,0.8100330451494002
148,0.8050501959274499
149,0.80734437981245
15,0.81844749286935
150,0.8101421079058996
151,0.8097568157213996
152,0.8110022352571501
153,0.8125008621509998
154,0.8051401710448499
155,0.8025357151457999
156,0.8151790830635496
157,0.8138794179213
158,0.8043434795786
159,0.8266909293337499
16,0.8046887395844498
160,0.8018627411390498
161,0.8052054820585997
162,0.8061326921325004
163,0.8152173059570998
164,0.8088532812018999
