Instance,AS_Prediction
0,0.7258112249669998
1,0.7877001804849993
10,0.7756579308649996
100,0.7723762856199999
101,0.7860325672589008
102,0.7898166241680002
103,0.7594102461500007
104,0.7375259358370003
105,0.7294650959735004
106,0.7296448814258002
107,0.7207057543719501
108,0.7136993289666497
109,0.7511661826484998
11,0.7726151613489995
110,0.7670045160130001
111,0.7730620212975002
112,0.7720226292149998
113,0.7529413078804998
114,0.7430487703265
115,0.7468628430514995
116,0.7418639683694999
117,0.7343108965244999
118,0.7357821648559997
119,0.7391181051611996
12,0.7401672637525002
120,0.7330440739618499
121,0.742772583506
122,0.7442652817898506
123,0.7547224691379999
124,0.7535497174695003
125,0.7766236578685002
126,0.7556039754279996
127,0.7638553788590003
128,0.7733036847735003
129,0.7595070924560003
13,0.7836092012230006
130,0.773304264683
131,0.7581256738190504
132,0.7566266619795001
133,0.7428053527605495
134,0.7625532441166
135,0.7739902311710497
136,0.7983837234069999
137,0.7993208652954997
138,0.7739899014339996
139,0.7711334459694994
14,0.7727234202829998
140,0.8003280222356498
141,0.8139831292195007
142,0.8185406277601498
143,0.7993002593762496
144,0.8021677864787499
145,0.80082433337825
146,0.8166237716929998
147,0.8184551768778998
148,0.8215222929725999
149,0.8035709999213502
15,0.8052151563784495
150,0.8077999298904001
151,0.8095060266182997
152,0.8074754971963497
153,0.8101130375258498
154,0.8131505686651495
155,0.8221746107276502
156,0.8140072021796498
157,0.8220942578870001
158,0.8075973286681496
159,0.8117177171361503
16,0.8138154166943997
160,0.7984855859623496
161,0.8049057154497496
162,0.8181299066257498
163,0.8121282091541999
164,0.8139750862329997
