Instance,AS_Prediction
0,0.7276817616419997
1,0.7924907405914996
10,0.7818368202999995
100,0.7623966127355001
101,0.7813070428195006
102,0.7994585498435006
103,0.7613840952365004
104,0.7465571528270004
105,0.7264273056075001
106,0.7356511727120004
107,0.7236158948715001
108,0.7061041743460001
109,0.7360155683399995
11,0.7618027027729994
110,0.7752641015655
111,0.7746190556889998
112,0.7579894788020005
113,0.7624785504239999
114,0.7495435355685
115,0.7431494011624998
116,0.7410807122169994
117,0.7436393347369996
118,0.7389881314135001
119,0.7370138557395
12,0.7366094115733497
120,0.7336369203980001
121,0.7420339518629997
122,0.7397344162640005
123,0.7546854502819998
124,0.7564792356005001
125,0.7787752541815002
126,0.7512668972084997
127,0.7727298257679998
128,0.7541056332690002
129,0.7679616234245001
13,0.7721813464510003
130,0.7701647000065003
131,0.7676476753725002
132,0.7534827103924998
133,0.755539379115
134,0.762979527669
135,0.7787157768739996
136,0.7885769804495
137,0.7971328497539997
138,0.7878767686029993
139,0.7642092774634998
14,0.7784971313504996
140,0.799636571913
141,0.8162508938575
142,0.8188741582515003
143,0.8061448285437001
144,0.8027813867706002
145,0.8198640856695494
146,0.8143582187035997
147,0.8004032216988999
148,0.8067024262498002
149,0.8108918088432496
15,0.8228778772786995
150,0.8095071142474999
151,0.8083125569468497
152,0.8154874041471999
153,0.8060631105752499
154,0.8228503059175
155,0.8092807008779501
156,0.8032922962498
157,0.8165738048667002
158,0.805015318388
159,0.8199814468326998
16,0.8212470675684997
160,0.8115284435073502
161,0.8109123737405497
162,0.8021710273670499
163,0.8118326815225997
164,0.7940913819822499
